Results for:,COPPER,Extension mm,Force N,eng_Stress,eng_Strain,True_stress,True_strain,log sigma,log strain
Curves for Specimen No:,1,,,,,,,,
Curve No:,1,0,0,0,0,0,0,,
,,2.9,2992.5,168.8498777,0.116,188.4364635,0.109750864,,
,,2.904,2985,168.4266951,0.11616,187.99114,0.109894223,,
,,2.908,2985,168.4266951,0.11632,188.0180882,0.110037561,,
,,2.912,2977.5,168.0035124,0.11648,187.5725615,0.110180879,,
,,2.916,2970,167.5803298,0.11664,187.1268994,0.110324176,,
,,2.92,2970,167.5803298,0.1168,187.1537123,0.110467453,,
,,2.924,2962.5,167.1571471,0.11696,186.707847,0.110610709,,
,,2.928,2955,166.7339645,0.11712,186.2618464,0.110753945,,
,,2.932,2947.5,166.3107818,0.11728,185.8157103,0.11089716,,
,,2.936,2940,165.8875992,0.11744,185.3694388,0.111040355,,
,,2.94,2932.5,165.4644165,0.1176,184.9230319,0.111183529,,
,,2.944,2932.5,165.4644165,0.11776,184.9495062,0.111326683,,
,,2.948,2925,165.0412339,0.11792,184.5028962,0.111469816,,
,,2.952,2925,165.0412339,0.11808,184.5293028,0.111612929,,
,,2.956,2910,164.1948686,0.11824,183.6092698,0.111756021,,
,,2.96,2902.5,163.7716859,0.1184,183.1622535,0.111899092,,
,,2.964,2895,163.3485033,0.11856,182.7151018,0.112042144,,
,,2.968,2887.5,162.9253206,0.11872,182.2678147,0.112185175,,
,,2.972,2880,162.502138,0.11888,181.8203921,0.112328185,,
,,2.976,2880,162.502138,0.11904,181.8463925,0.112471175,,
,,2.98,2872.5,162.0789553,0.1192,181.3987668,0.112614144,,
,,2.984,2872.5,162.0789553,0.11936,181.4246994,0.112757093,,
,,2.988,2865,161.6557727,0.11952,180.9768706,0.112900022,,
,,2.992,2865,161.6557727,0.11968,181.0027355,0.11304293,,
,,2.996,2850,160.8094074,0.11984,180.0808067,0.113185818,,
,,3,2842.5,160.3862247,0.12,179.6325717,0.113328685,,
,,3.004,2835,159.963042,0.12016,179.1842012,0.113471532,,
,,3.008,2827.5,159.5398594,0.12032,178.7356953,0.113614359,,
,,3.012,2820,159.1166767,0.12048,178.287054,0.113757165,,
,,3.016,2820,159.1166767,0.12064,178.3125126,0.113899951,,
,,3.02,2812.5,158.6934941,0.1208,177.8636682,0.114042716,,
,,3.024,2805,158.2703114,0.12096,177.4146883,0.114185461,,
,,3.028,2805,158.2703114,0.12112,177.4400116,0.114328186,,
,,3.032,2797.5,157.8471288,0.12128,176.9908286,0.11447089,,
,,3.036,2790,157.4239461,0.12144,176.5415102,0.114613574,,
,,3.04,2782.5,157.0007635,0.1216,176.0920563,0.114756237,,
,,3.044,2775,156.5775808,0.12176,175.6424671,0.11489888,,
,,3.048,2767.5,156.1543982,0.12192,175.1927424,0.115041503,,
,,3.052,2760,155.7312155,0.12208,174.7428823,0.115184106,,
,,3.056,2760,155.7312155,0.12224,174.7677993,0.115326688,,
,,3.06,2752.5,155.3080329,0.1224,174.3177361,0.11546925,,
,,3.064,2745,154.8848502,0.12256,173.8675375,0.115611791,,
,,3.068,2745,154.8848502,0.12272,173.8923191,0.115754313,,
,,3.072,2737.5,154.4616676,0.12288,173.4419173,0.115896813,,
,,3.076,2730,154.0384849,0.12304,172.9913801,0.116039294,,
,,3.08,2715,153.1921196,0.1232,172.0653888,0.116181754,,
,,3.084,2707.5,152.768937,0.12336,171.614513,0.116324194,,
,,3.088,2700,152.3457543,0.12352,171.1635019,0.116466614,,
,,3.092,2692.5,151.9225717,0.12368,170.7123553,0.116609013,,
,,3.096,2692.5,151.9225717,0.12384,170.736663,0.116751393,,
,,3.1,2685,151.499389,0.124,170.2853133,0.116893751,,
,,3.104,2677.5,151.0762064,0.12416,169.8338282,0.11703609,,
,,3.108,2677.5,151.0762064,0.12432,169.8580004,0.117178408,,
,,3.112,2670,150.6530237,0.12448,169.4063121,0.117320707,,
,,3.116,2655,149.8066584,0.12464,168.4785603,0.117462984,,
,,3.12,2647.5,149.3834758,0.1248,168.0265336,0.117605242,,
,,3.124,2640,148.9602931,0.12496,167.5743714,0.117747479,,
,,3.128,2632.5,148.5371105,0.12512,167.1220737,0.117889697,,
,,3.132,2625,148.1139278,0.12528,166.6696407,0.118031894,,
,,3.136,2617.5,147.6907452,0.12544,166.2170722,0.11817407,,
,,3.14,2610,147.2675625,0.1256,165.7643684,0.118316227,,
,,3.144,2602.5,146.8443799,0.12576,165.3115291,0.118458363,,
,,3.148,2602.5,146.8443799,0.12592,165.3350242,0.118600479,,
,,3.152,2595,146.4211972,0.12608,164.8819818,0.118742575,,
,,3.156,2580,145.5748319,0.12624,163.9521987,0.118884651,,
,,3.16,2572.5,145.1516493,0.1264,163.4988177,0.119026706,,
,,3.164,2557.5,144.305284,0.12656,162.5685607,0.119168742,,
,,3.168,2542.5,143.4589187,0.12672,161.6380328,0.119310757,,
,,3.172,2527.5,142.6125534,0.12688,160.7072341,0.119452752,,
,,3.176,2512.5,141.7661881,0.12704,159.7761646,0.119594727,,
,,3.18,2497.5,140.9198228,0.1272,158.8448242,0.119736682,,
,,3.184,2475,139.6502748,0.12736,157.4361338,0.119878616,,
,,3.188,2460,138.8039095,0.12752,156.504184,0.120020531,,
,,3.192,2437.5,137.5343615,0.12768,155.0947488,0.120162425,,
,,3.196,2400,135.4184483,0.12784,152.7303427,0.120304299,,
,,3.2,2370,133.7257177,0.128,150.8426096,0.120446153,,
,,3.204,2340,132.0329871,0.12816,148.9543347,0.120587987,,
,,3.208,2317.5,130.7634391,0.12832,147.5430036,0.120729801,,
,,3.212,2280,128.6475259,0.12848,145.17616,0.120871594,,
,,3.216,2235,126.10843,0.12864,142.3310184,0.121013368,,
,,3.22,2197.5,123.9925167,0.1288,139.9627529,0.121155122,,
,,3.224,2175,122.7229688,0.12896,138.5493228,0.121296855,,
,,3.228,2145,121.0302382,0.12912,136.6576625,0.121438568,,
,,3.232,2122.5,119.7606902,0.12928,135.2433522,0.121580262,,
,,3.236,2085,117.644777,0.12944,132.8727169,0.121721935,,
,,3.24,2040,115.1056811,0.1296,130.0233773,0.121863588,,
,,3.244,2002.5,112.9897678,0.12976,127.6513201,0.122005221,,
,,3.248,1965,110.8738545,0.12992,125.2785857,0.122146834,,
,,3.252,1927.5,108.7579413,0.13008,122.9051743,0.122288427,,
,,3.256,1890,106.642028,0.13024,120.5310858,0.12243,,
,,3.26,1852.5,104.5261148,0.1304,118.1563201,0.122571552,,
,,3.264,1830,103.2565668,0.13056,116.7377442,0.122713085,,
,,3.268,1800,101.5638362,0.13072,114.8402609,0.122854598,,
,,3.272,1777.5,100.2942883,0.13088,113.4208047,0.122996091,,
,,3.276,1740,98.17837501,0.13104,111.0436693,0.123137563,,
,,3.28,1695,95.63927911,0.1312,108.1871525,0.123279016,,
,,3.284,1665,93.9465485,0.13136,106.2873671,0.123420449,,
,,3.288,1635,92.2538179,0.13152,104.38704,0.123561862,,
,,3.292,1605,90.5610873,0.13168,102.4861713,0.123703254,,
,,3.296,1582.5,89.29153934,0.13184,101.0637359,0.123844627,,
,,3.3,1552.5,87.59880874,0.132,99.16185149,0.12398598,,
,,3.304,1530,86.32926079,0.13216,97.73853589,0.124127313,,
,,3.308,1500,84.63653018,0.13232,95.83563586,0.124268625,,
,,3.312,1477.5,83.36698223,0.13248,94.41144004,0.124409918,,
,,3.316,1440,81.25106898,0.13264,92.02821077,0.124551191,,
,,3.32,1395,78.71197307,0.1328,89.1649231,0.124692444,,
,,3.324,1365,77.01924247,0.13296,87.25972095,0.124833677,,
,,3.328,1335,75.32651186,0.13312,85.35397712,0.12497489,,
,,3.332,1305,73.63378126,0.13328,83.44769163,0.125116083,,
,,3.336,1275,71.94105066,0.13344,81.54086446,0.125257256,,
,,3.34,1245,70.24832005,0.1336,79.63349561,0.125398409,,
,,3.344,1222.5,68.9787721,0.13376,78.20537266,0.125539543,,
,,3.348,1200,67.70922415,0.13392,76.77684345,0.125680656,,
,,3.352,1177.5,66.43967619,0.13408,75.34790798,0.12582175,,
,,3.356,1140,64.32376294,0.13424,72.95858488,0.125962823,,
,,3.36,1102.5,62.20784969,0.1344,70.56858468,0.126103877,,
,,3.364,1065,60.09193643,0.13456,68.1779074,0.126244911,,
,,3.368,1027.5,57.97602318,0.13472,65.78655302,0.126385924,,
,,3.372,997.5,56.28329257,0.13488,63.87478307,0.126526918,,
,,3.376,975,55.01374462,0.13504,62.44280069,0.126667893,,
,,3.38,945,53.32101402,0.1352,60.53001511,0.126808847,,
,,3.384,922.5,52.05146606,0.13536,59.09715251,0.126949781,,
,,3.388,892.5,50.35873546,0.13552,57.18335129,0.127090696,,
,,3.392,870,49.08918751,0.13568,55.74960847,0.12723159,,
,,3.396,825,46.5500916,0.13584,52.87345604,0.127372465,,
,,3.4,787.5,44.43417835,0.136,50.4772266,0.12751332,,
,,3.404,742.5,41.89508244,0.13616,47.59951687,0.127654155,,
,,3.408,697.5,39.35598654,0.13632,44.72099462,0.127794971,,
,,3.412,667.5,37.66325593,0.13648,42.8035371,0.127935766,,
,,3.416,630,35.54734268,0.13664,40.40453158,0.128076542,,
,,3.42,600,33.85461207,0.1368,38.48592301,0.128217298,,
,,3.424,570,32.16188147,0.13696,36.56677276,0.128358034,,
,,3.428,547.5,30.89233352,0.13712,35.12829029,0.12849875,,
,,3.432,517.5,29.19960291,0.13728,33.2081244,0.128639447,,
